"","AGT_CD","N_POLICY","N_VIT","AVG_ANP","AVG_ANP_RIDER","AVG_N_RIDER","AVG_ANP_BASIC","N_POLICY_CAT1_CAT2","N_POLICY_CAT1","N_POLICY_CAT2","N_POLICY_CAT3","N_ACCIDENT","N_CI","N_DISABILITY","N_ENDOWMENT","N_INCOME","N_LIFE","N_MEDICAL","N_OTHERMED","N_PAYOR","N_SAVERS","N_GI","N_MED","N_LI","ANP_OUTLIER","BIN_POLICY","BIN_VIT","BIN_ANP","BIN_ANP_B","BIN_ANP_R","BIN_LIFE","BIN_ENDOWMENT","BIN_ACCIDENT","BIN_CI","BIN_DISABILITY","BIN_INCOME","BIN_MEDICAL","BIN_OTHERMED","BIN_PAYOR","BIN_SAVERS","cluster","SCORE_LIFE","SCORE_MEDIC","SCORE_OTH"
"2997",4435,25,1,213.0916,77.6708,4.12,135.4208,0,0,12,13,7,7,22,0,5,22,19,0,2,20,51,31,22,2,3,2,2,2,4,4,1,4,3,4,4,4,1,2,4,1,2.5,3,3.5
"2998",4436,32,0,112.1184375,16.9453125,0.78125,95.173125,0,0,20,12,11,1,1,0,1,2,20,2,0,1,13,24,2,2,3,1,1,1,2,1,1,4,2,1,3,4,4,1,1,3,1,3.25,1.75
"2999",4438,48,15,459.756875,66.779375,2.45833333333333,392.9775,1,5,28,14,1,6,25,4,3,21,29,4,17,18,61,42,25,8,4,5,5,5,4,4,5,3,3,4,4,4,5,4,4,5,4.5,4,3.75
"3000",4440,39,4,487.684871794872,53.5879487179487,4.12820512820513,434.096923076923,2,5,22,10,6,27,32,0,3,31,25,0,31,31,100,55,31,5,4,4,5,5,3,4,1,4,5,4,4,4,1,5,5,5,2.5,3.5,4.5
"3001",4441,48,10,199.900208333333,69.4495833333333,4.54166666666667,130.450625,0,0,24,24,5,11,41,0,3,41,36,0,27,31,104,50,41,0,4,5,2,2,4,5,1,4,4,5,4,5,1,5,5,5,3,3.5,4.75
"3002",4442,180,3,207.997722222222,56.3932222222222,2.35,151.6045,0,9,42,129,9,16,120,0,13,120,118,0,25,75,229,147,120,11,5,3,2,2,3,5,1,4,4,5,5,5,1,5,5,1,3,3.75,4.75
"3003",4443,141,4,237.270638297872,47.9832624113475,2.09219858156028,189.287375886525,0,12,88,41,10,25,66,3,13,62,89,10,26,33,135,137,65,16,5,4,3,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,4.75
"3004",4444,134,17,164.690074626866,45.0132835820895,2.8134328358209,119.676791044776,1,11,25,97,22,37,88,0,6,88,76,0,52,37,199,119,88,2,5,5,2,1,3,5,1,5,5,5,4,5,1,5,5,5,3,3.75,5
"3005",4445,99,23,162.375555555556,27.3458585858586,2.58585858585859,135.029696969697,0,4,35,60,53,28,32,0,26,32,40,19,31,32,148,113,32,5,5,5,2,2,2,4,1,5,5,4,5,5,5,5,5,5,2.5,5,4.75
"3006",4447,33,11,397.600606060606,7.8630303030303,4.09090909090909,389.737575757576,5,2,19,7,0,21,31,0,9,31,24,6,4,30,65,60,31,1,4,5,4,5,1,4,1,1,5,4,5,4,5,2,5,5,2.5,4.75,3
"3007",4448,7,0,352.515714285714,106.162857142857,4.42857142857143,246.352857142857,0,1,2,4,1,0,6,2,2,4,2,0,6,4,17,4,6,1,2,1,4,4,5,2,5,3,1,2,3,1,1,3,2,4,3.5,1.5,2.5
"3008",4449,2,0,112.16,30.6,3,81.56,0,0,1,1,0,0,2,0,1,2,1,0,0,1,3,2,2,0,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,3,1,1.5,1
"3009",4450,63,12,178.435238095238,55.6692063492063,3.3968253968254,122.766031746032,0,0,19,44,18,2,38,0,17,38,39,0,24,24,104,58,38,1,5,5,2,1,3,5,1,5,2,4,5,5,1,5,4,5,3,3.25,4.5
"3010",4451,4,1,417.2,194.7,7.75,222.5,0,0,2,2,2,2,2,0,0,2,2,0,2,0,6,4,2,0,1,2,5,3,5,1,1,3,2,1,1,1,1,2,1,4,1,1.25,1.75
"3011",4452,85,6,181.395176470588,36.3421176470588,2.68235294117647,145.053058823529,0,0,66,19,7,27,35,0,10,35,74,6,32,27,101,117,35,5,5,4,2,2,3,4,1,4,5,4,5,5,5,5,4,5,2.5,5,4.25
"3012",4454,66,6,305.624696969697,87.0527272727273,3.36363636363636,218.57196969697,0,9,20,37,31,23,40,3,21,36,21,0,32,32,135,65,39,8,5,4,4,3,4,4,5,5,5,5,5,4,1,5,5,5,4.5,3.75,5
"3013",4455,42,0,209.618571428571,11.9902380952381,3.52380952380952,197.628333333333,0,1,23,18,0,0,35,0,25,35,31,0,27,28,90,56,35,0,4,1,2,3,1,4,1,1,1,4,5,4,1,5,4,1,2.5,2.75,3.5
"3014",4456,24,11,410.414583333333,55.26125,3.54166666666667,355.153333333333,0,8,13,3,4,6,16,4,2,12,15,7,15,16,51,30,16,5,3,5,5,5,3,3,5,4,3,3,3,3,5,4,4,5,4,3.5,3.75
"3015",4457,35,1,156.176571428571,26.5028571428571,2.11428571428571,129.673714285714,0,1,17,17,0,6,22,0,4,22,23,0,4,11,37,33,22,0,4,2,1,2,2,4,1,1,3,4,4,4,1,2,3,1,2.5,3,2.5
"3016",4459,4,2,397.3125,119.1625,4.25,278.15,0,0,4,0,0,2,3,0,0,3,4,0,2,3,8,6,3,1,1,3,4,4,5,2,1,1,2,1,1,2,1,2,2,4,1.5,1.5,1.5
"3017",4460,28,0,241.7975,56.3567857142857,4.14285714285714,185.440714285714,0,6,7,15,2,7,26,0,4,26,14,0,21,22,71,25,26,0,3,1,3,3,3,4,1,3,3,4,4,3,1,4,4,1,2.5,2.75,3.75
"3018",4461,28,4,324.306071428571,41.6175,1.78571428571429,282.688571428571,0,0,22,6,2,4,7,2,2,5,24,1,6,5,20,31,7,8,3,4,4,4,3,2,5,3,3,2,3,4,4,3,2,2,3.5,3.5,2.5
"3019",4462,15,1,456.687333333333,68.4373333333333,2.8,388.25,0,1,12,2,2,4,10,0,0,10,12,0,5,10,27,16,10,5,2,2,5,5,4,3,1,3,3,3,1,3,1,2,3,4,2,2,2.75
"3020",4463,16,2,333.381875,139.881875,5.75,193.5,0,0,5,11,3,6,16,4,5,12,9,0,9,16,44,20,16,1,2,3,4,3,5,3,5,4,3,3,4,2,1,3,4,2,4,2.5,3.5
"3021",4464,23,5,481.019130434783,154.614782608696,4.73913043478261,326.404347826087,0,3,9,11,7,11,17,3,11,15,14,1,14,17,55,37,18,6,3,4,5,4,5,3,5,4,4,3,5,3,4,4,4,5,4,4,3.75
"3022",4465,19,0,322.222105263158,90.9652631578947,3.10526315789474,231.256842105263,0,0,15,4,0,10,10,0,5,10,12,0,7,6,23,27,10,4,3,1,4,3,4,3,1,1,4,3,4,3,1,3,2,4,2,3,2.25
"3023",4466,8,0,393.6875,64.55,3.5,329.1375,0,0,7,1,0,3,5,0,0,5,8,0,3,5,13,11,5,4,2,1,4,5,4,2,1,1,2,2,1,2,1,2,2,4,1.5,1.5,1.75
"3024",4468,6,0,140.041666666667,27.3266666666667,2.16666666666667,112.715,0,1,0,5,0,0,4,0,0,4,1,0,4,0,8,1,4,0,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,3,1.5,1,1.5
"3025",4470,8,2,152.43625,0.805,1,151.63125,0,1,0,7,0,0,6,0,0,6,2,0,2,0,8,2,6,0,2,3,1,2,1,2,1,1,1,2,1,1,1,2,1,3,1.5,1,1.5
"3026",4473,2,0,211.2,31.2,2.5,180,0,0,1,1,0,0,1,0,1,1,2,0,0,1,2,3,1,0,1,1,2,3,2,1,1,1,1,1,3,1,1,1,1,3,1,1.5,1
"3027",4474,61,0,131.937540983607,7.97065573770492,0.786885245901639,123.966885245902,0,0,43,18,15,4,6,0,1,6,46,6,1,6,28,57,6,5,4,1,1,2,1,2,1,5,3,2,3,5,5,1,2,1,1.5,4,2.5
"3028",4476,8,0,142.495,12.08875,0.375,130.40625,0,0,0,8,0,0,1,1,0,0,7,0,1,1,3,7,1,0,2,1,1,2,1,1,4,1,1,1,1,2,1,1,1,3,2.5,1.25,1
"3029",4478,6,0,250.635,44.5983333333333,1,206.036666666667,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,6,0,1,2,1,3,3,3,1,1,1,1,1,1,2,1,1,1,3,1,1.25,1
"3030",4480,7,6,132.54,9.72428571428571,1,122.815714285714,0,0,0,7,0,2,2,0,0,2,4,0,0,0,2,6,2,0,2,4,1,1,1,1,1,1,2,1,1,2,1,1,1,3,1,1.5,1
"3031",4483,11,1,86.1309090909091,2.59727272727273,1.09090909090909,83.5336363636364,0,0,0,11,0,0,6,0,0,6,5,0,6,0,12,5,6,0,2,2,1,1,1,2,1,1,1,2,1,2,1,3,1,3,1.5,1.25,1.75
"3032",4484,10,0,117.829,22.345,1.3,95.484,0,0,0,10,0,2,4,0,0,4,5,0,2,0,6,7,4,0,2,1,1,1,2,2,1,1,2,2,1,2,1,2,1,3,1.5,1.5,1.5
"3033",4485,10,5,321,5.4,2.8,315.6,0,1,5,4,5,2,6,0,1,6,4,0,4,6,21,7,6,2,2,4,4,4,1,2,1,4,2,2,3,2,1,2,2,2,1.5,2,2.5
"3034",4493,2,0,255,120,7,135,0,0,2,0,0,1,2,0,1,2,2,0,2,2,6,4,2,0,1,1,3,2,5,1,1,1,2,1,3,1,1,2,2,4,1,1.75,1.5
"3035",4495,53,21,366.734339622642,51.6079245283019,4.84905660377358,315.12641509434,1,5,32,15,1,30,51,0,11,52,33,28,41,43,136,102,52,7,4,5,4,4,3,5,1,3,5,5,5,4,5,5,5,5,3,4.75,4.5
"3036",4498,29,0,183.11275862069,31.7079310344828,1,151.404827586207,0,0,14,15,14,4,5,0,0,5,13,0,0,5,24,17,5,5,3,1,2,2,2,2,1,5,3,2,1,3,1,1,2,3,1.5,2,2.5
"3037",4499,21,3,255.088571428571,55.6895238095238,4.38095238095238,199.399047619048,0,2,16,3,2,13,18,0,0,16,14,2,15,15,50,29,16,1,3,3,3,3,3,3,1,3,4,3,1,3,4,4,4,2,2,3,3.5
"3038",4501,14,0,116.074285714286,0,0.5,116.074285714286,0,0,0,14,0,0,7,0,0,7,7,0,0,0,7,7,7,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,3,1.5,1.25,1.25
"3039",4502,2,1,65.26,5.13,2,60.13,0,0,0,2,0,0,2,0,0,2,0,0,2,0,4,0,2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1.25
"3040",4503,131,20,353.494885496183,76.0222900763359,5.7175572519084,277.472595419847,0,4,98,29,67,81,106,7,83,99,114,16,97,103,373,294,106,12,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"3041",4504,44,18,457.695454545455,151.588181818182,6.68181818181818,306.107272727273,1,3,31,9,22,34,41,3,4,39,34,1,38,41,142,73,42,10,4,5,5,4,5,5,5,5,5,5,4,4,4,5,5,5,5,4.25,5
"3042",4506,30,4,319.372,29.3326666666667,2.66666666666667,290.039333333333,0,2,21,7,4,12,18,0,0,18,22,3,3,18,43,37,18,4,3,4,4,4,2,3,1,4,4,3,1,4,5,2,4,2,2,3.5,3.25
"3043",4507,60,21,157.7825,22.6708333333333,1,135.111666666667,0,2,48,10,2,2,10,1,3,8,51,7,6,5,23,63,9,1,4,5,1,2,2,2,4,3,2,3,4,5,5,3,2,2,3,4,2.75
"3044",4508,87,36,674.301954022989,154.608505747126,2.70114942528736,519.693448275862,10,4,35,38,1,32,70,2,8,68,37,14,20,41,132,91,70,26,5,5,5,5,5,5,5,3,5,5,4,5,5,4,5,5,5,4.75,4.25
"3045",4509,104,5,138.510576923077,27.6081730769231,1.44230769230769,110.902403846154,0,0,40,64,60,12,21,0,15,24,40,7,17,22,120,74,24,7,5,4,1,1,2,4,1,5,4,4,5,5,5,4,4,5,2.5,4.75,4.25
"3046",4510,42,1,527.429523809524,94.8761904761905,3.16666666666667,432.553333333333,0,24,5,13,0,1,39,0,0,39,4,0,38,32,109,5,39,3,4,2,5,5,4,5,1,1,2,5,1,2,1,5,5,1,3,1.5,4
"3047",4511,22,0,110.538636363636,24.6754545454545,1.22727272727273,85.8631818181818,0,0,8,14,0,9,12,0,0,12,10,1,2,0,14,20,12,0,3,1,1,1,2,3,1,1,4,3,1,3,4,2,1,3,2,3,1.75
"3048",4512,15,0,130.000666666667,21.5586666666667,1.53333333333333,108.442,0,0,2,13,0,1,9,0,0,9,8,0,5,3,17,9,9,0,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,3,1.5,1.5,1.75
"3049",4513,26,7,244.527692307692,44.8403846153846,5.23076923076923,199.687307692308,0,4,17,5,14,0,23,0,15,23,18,0,19,19,75,33,23,0,3,4,3,3,3,4,1,5,1,4,5,3,1,4,4,2,2.5,2.5,4.25
"3050",4515,159,62,307.01,38.5405660377359,4.07547169811321,268.469433962264,4,18,97,40,18,67,124,1,47,123,107,13,84,111,337,234,124,7,5,5,4,4,3,5,4,5,5,5,5,5,5,5,5,5,4.5,5,5
"3051",4516,58,9,350.451724137931,51.8565517241379,4.27586206896552,298.595172413793,1,9,21,27,14,4,52,0,12,52,24,3,14,39,119,43,52,6,4,5,4,4,3,5,1,5,3,5,5,4,5,4,5,5,3,4.25,4.75
"3052",4518,192,9,160.851666666667,21.7022395833333,1.63541666666667,139.149427083333,0,2,131,59,8,30,91,1,1,90,137,0,29,40,168,168,91,21,5,5,2,2,2,5,4,4,5,5,3,5,1,5,5,5,4.5,3.5,4.75
"3053",4519,172,3,261.862732558139,70.0593604651163,4.62209302325581,191.803372093023,9,2,78,83,49,105,126,8,70,118,93,5,99,117,391,273,126,8,5,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"3054",4521,164,67,316.963292682927,80.2400609756097,2.39634146341463,236.723231707317,2,4,88,70,41,39,77,15,3,62,74,24,36,70,224,140,77,32,5,5,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4.75,5
"3055",4523,56,1,285.19125,56.2155357142857,3.35714285714286,228.975714285714,1,10,26,19,15,6,37,5,17,32,29,0,33,30,115,52,37,6,4,2,3,3,3,4,5,5,3,4,5,4,1,5,5,1,4.5,3.25,4.75
"3056",4524,74,0,150.632567567568,33.1171621621622,2.12162162162162,117.515405405405,0,1,43,30,25,14,23,0,18,23,44,4,20,21,89,80,23,4,5,1,1,1,2,4,1,5,4,4,5,5,5,4,4,1,2.5,4.75,4.25
"3057",4525,55,13,194.249272727273,14.064,2.23636363636364,180.185272727273,0,1,42,12,8,10,14,0,5,23,42,16,17,12,51,73,23,0,4,5,2,3,1,4,1,4,4,3,4,5,5,4,3,2,2.5,4.5,3.5
"3058",4526,23,4,389.202608695652,25.1234782608696,3.8695652173913,364.079130434783,0,6,10,7,1,7,22,2,2,21,7,0,16,17,56,16,23,3,3,4,4,5,2,4,5,3,3,4,3,2,1,4,4,2,4.5,2.25,3.75
"3059",4527,76,3,180.251842105263,27.1560526315789,3.09210526315789,153.095789473684,1,2,40,33,28,25,36,1,28,35,43,1,34,34,132,97,36,5,5,3,2,2,2,4,4,5,5,4,5,5,4,5,5,5,4,4.75,4.75
"3060",4528,23,10,509.651739130435,18.034347826087,3.04347826086957,491.617391304348,1,4,13,5,3,8,17,0,0,17,13,1,15,16,51,22,17,9,3,5,5,5,2,3,1,4,3,3,1,3,4,4,4,2,2,2.75,3.75
"3061",4530,82,3,535.614634146341,83.9567073170732,3.20731707317073,451.657926829268,2,18,44,18,1,38,65,1,0,65,49,3,28,63,157,90,66,17,5,3,5,5,4,5,4,3,5,5,1,5,5,5,5,5,4.5,4,4.5
"3062",4531,94,37,560.404893617021,252.420212765957,2.97872340425532,307.984680851064,9,5,42,38,0,36,74,0,0,76,49,2,39,47,160,87,76,20,5,5,5,4,5,5,1,1,5,5,1,5,4,5,5,5,3,3.75,4
"3063",4533,21,4,200.665238095238,23.2971428571429,4.04761904761905,177.368095238095,0,0,18,3,7,7,8,0,8,10,18,1,7,7,29,34,10,1,3,4,2,3,2,3,1,4,3,2,4,3,4,3,3,2,2,3.5,3
"3064",4535,16,1,203.046875,97.033125,2.875,106.01375,0,0,2,14,1,4,15,1,3,14,4,0,5,6,27,11,15,1,2,2,2,1,5,3,4,3,3,3,4,2,1,2,2,4,3.5,2.5,2.5
"3065",4538,10,0,1203.46,419.563,2.1,783.897,0,0,3,7,0,0,7,7,0,0,3,0,7,7,21,3,7,6,2,1,5,5,5,1,5,1,1,2,1,2,1,3,3,4,3,1.25,2.25
"3066",4539,14,0,353.995,38.405,4.57142857142857,315.59,0,1,3,10,0,4,12,2,7,11,8,0,11,13,36,19,13,1,2,1,4,4,3,3,5,1,3,3,4,2,1,3,3,4,4,2.5,2.5
"3067",4540,32,5,346.368125,93.0615625,4,253.3065625,1,2,17,12,4,8,20,0,13,21,23,1,18,19,61,45,21,4,3,4,4,4,4,4,1,4,3,4,5,4,4,4,4,2,2.5,4,4
"3068",4541,14,6,684.771428571429,215.292857142857,2.78571428571429,469.478571428571,0,3,9,2,0,8,9,0,0,9,5,0,3,7,19,13,9,4,2,4,5,5,5,2,1,1,3,2,1,2,1,2,3,4,1.5,1.75,2
"3069",4542,3,2,353.633333333333,0,4.33333333333333,353.633333333333,0,1,1,1,0,1,3,0,1,3,2,0,3,3,9,4,3,0,1,3,4,5,1,2,1,1,2,1,3,1,1,2,2,4,1.5,1.75,1.5
"3070",4543,10,1,304.085,72.269,3.7,231.816,0,1,4,5,0,4,7,0,1,7,8,0,3,7,17,13,7,2,2,2,4,3,4,2,1,1,3,2,3,2,1,2,3,4,1.5,2.25,2
"3071",4544,11,4,269.749090909091,39.2727272727273,5.63636363636364,230.476363636364,0,0,10,1,1,10,11,0,0,10,9,4,10,10,32,23,10,0,2,4,3,3,3,3,1,3,4,3,1,2,5,3,3,2,2,3,3
"3072",4545,28,4,147.826428571429,19.7846428571429,1.17857142857143,128.041785714286,0,1,17,10,0,0,7,0,0,7,19,3,6,0,13,22,7,2,3,4,1,2,2,2,1,1,1,2,1,4,5,3,1,2,1.5,2.75,1.75
"3073",4548,4,1,195.495,67.5,2.5,127.995,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,2,2,2,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"3074",4551,12,1,121.815,9.88083333333333,0.75,111.934166666667,0,1,1,10,0,4,5,0,0,4,7,0,1,0,6,11,4,0,2,2,1,1,1,2,1,1,3,2,1,2,1,1,1,3,1.5,1.75,1.25
"3075",4553,34,0,204.076176470588,63.9197058823529,2.70588235294118,140.156470588235,0,1,7,26,6,4,17,0,1,17,28,0,13,14,50,33,17,3,4,1,2,2,4,3,1,4,3,3,3,4,1,4,3,1,2,2.75,3.5
"3076",4554,57,4,267.951929824561,41.8945614035088,1.82456140350877,226.057368421053,0,2,37,18,12,8,18,1,0,18,40,6,9,19,58,54,19,12,4,4,3,3,3,3,4,5,3,3,1,5,5,3,4,5,3.5,3.5,3.75
"3077",4555,68,0,163.616323529412,29.4117647058824,1.97058823529412,134.204558823529,0,1,10,57,3,12,36,0,1,36,47,0,26,17,82,60,36,2,5,1,2,2,2,4,1,4,4,4,3,5,1,5,4,1,2.5,3.25,4.25
"3078",4556,2,2,796.5,0,3.5,796.5,0,0,1,1,1,1,2,0,0,2,1,0,1,1,5,2,2,1,1,3,5,5,1,1,1,3,2,1,1,1,1,1,1,4,1,1.25,1.5
"3079",4557,30,2,190.613333333333,49.769,1.7,140.844333333333,0,0,19,11,0,10,19,0,0,17,11,2,2,0,21,23,17,1,3,3,2,2,3,3,1,1,4,3,1,3,4,2,1,2,2,3,1.75
"3080",4558,3,0,44.31,6.33666666666667,1,37.9733333333333,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1.5,1,1
"3081",4559,6,2,167.9,36.6633333333333,3.66666666666667,131.236666666667,0,0,3,3,0,1,4,0,0,4,5,0,4,3,11,6,4,0,2,3,2,2,3,2,1,1,2,2,1,2,1,2,2,3,1.5,1.5,1.75
"3082",4560,3,0,78.5933333333333,0,1,78.5933333333333,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,3,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1.5,1,1
"3083",4561,19,5,413.402105263158,136.886315789474,3.21052631578947,276.515789473684,0,0,0,19,0,2,6,4,0,3,2,0,2,4,12,4,7,1,3,4,5,4,5,2,5,1,2,2,1,1,1,2,2,2,3.5,1.25,1.75
"3084",4564,110,17,409.589545454545,88.6083636363636,3.66363636363636,320.981181818182,11,5,60,34,13,47,80,2,0,73,72,19,69,71,233,138,75,18,5,5,5,4,4,5,5,5,5,5,1,5,5,5,5,5,5,4,5
"3085",4565,6,0,356.6,99,8.16666666666667,257.6,0,0,2,4,1,6,6,0,2,6,6,0,6,6,19,14,6,1,2,1,4,4,5,2,1,3,3,2,3,2,1,3,2,4,1.5,2.25,2.5
"3086",4568,92,8,241.355108695652,25.159347826087,3.47826086956522,216.195760869565,1,9,66,16,19,23,45,0,23,45,69,6,36,34,134,121,45,9,5,4,3,3,2,5,1,5,5,5,5,5,5,5,5,5,3,5,5
"3087",4569,2,2,207.88,83.4,3,124.48,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,2,2,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"3088",4570,14,0,109.647857142857,3.12857142857143,1.42857142857143,106.519285714286,0,1,0,13,1,0,7,0,0,7,5,0,5,1,14,5,7,0,2,1,1,1,1,2,1,3,1,2,1,2,1,2,1,3,1.5,1.25,2
"3089",4573,9,0,246.901111111111,9.84777777777778,6.66666666666667,237.053333333333,0,0,9,0,6,6,6,0,6,6,9,2,6,6,24,23,6,0,2,1,3,4,1,2,1,4,3,2,4,2,4,3,2,4,1.5,3.25,2.75
"3090",4574,18,3,308.921111111111,69.7794444444445,3.77777777777778,239.141666666667,0,3,5,10,0,9,15,0,4,15,9,0,10,8,33,22,15,2,3,3,4,4,4,3,1,1,4,3,4,2,1,3,3,2,2,2.75,2.5
"3091",4575,1,0,107.7,17,1,90.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"3092",4576,19,3,331.628947368421,45.6421052631579,3.68421052631579,285.986842105263,0,1,17,1,0,13,14,0,3,12,15,0,11,11,36,31,12,2,3,3,4,4,3,3,1,1,4,3,4,3,1,3,3,2,2,3,2.5
"3093",4577,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
"3094",4578,5,0,114.59,0,0,114.59,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1.25,1
"3095",4580,22,1,90.8240909090909,17.86,1.36363636363636,72.9640909090909,0,0,0,22,0,0,12,0,0,12,8,0,10,0,22,8,12,0,3,2,1,1,2,3,1,1,1,3,1,2,1,3,1,3,2,1.25,2
"3096",4581,8,0,159.0225,45.35125,2.875,113.67125,0,0,2,6,0,1,5,0,1,5,3,0,2,2,9,5,5,0,2,1,1,1,3,2,1,1,2,2,3,2,1,2,2,3,1.5,2,1.75
"3097",4584,18,1,352.659444444444,16.8561111111111,2.88888888888889,335.803333333333,0,3,14,1,0,0,11,0,4,12,15,1,10,12,33,20,12,3,3,2,4,5,2,3,1,1,1,3,4,3,4,3,3,1,2,3,2.5
"3098",4586,3,2,169.65,59.9333333333333,2.66666666666667,109.716666666667,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,2,1,0,1,3,2,1,4,1,1,1,1,1,1,1,4,1,1,3,1,1.75,1
"3099",4587,23,0,216.066956521739,19.4469565217391,2.30434782608696,196.62,0,0,12,11,10,8,8,0,5,8,10,0,7,8,33,23,8,3,3,1,2,3,2,2,1,4,3,2,4,3,1,3,3,1,1.5,2.75,3
"3100",4589,8,2,157.96375,7.295,0.75,150.66875,0,0,3,5,5,1,1,0,0,1,3,0,1,0,7,4,1,2,2,3,1,2,1,1,1,4,2,1,1,2,1,1,1,3,1,1.5,1.75
"3101",4590,3,0,132.93,0,0,132.93,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1.25,1
"3102",4591,54,4,158.321851851852,15.7803703703704,1.07407407407407,142.541481481481,0,0,37,17,0,5,19,2,12,18,37,0,4,8,31,54,20,2,4,4,1,2,2,3,5,1,3,3,5,5,1,2,3,2,4,3.5,2.25
"3103",4592,82,17,377.328780487805,100.388048780488,3.08536585365854,276.940731707317,7,2,65,8,6,25,37,2,0,35,67,7,34,35,112,99,37,13,5,5,4,4,5,4,5,4,5,4,1,5,5,5,5,5,4.5,4,4.5
"3104",4593,69,1,209.615942028986,12.0605797101449,3.2463768115942,197.555362318841,0,2,52,15,24,25,40,0,23,41,52,0,27,27,118,100,41,3,5,2,2,3,1,5,1,5,5,5,5,5,1,5,4,1,3,4,4.75
"3105",4594,18,7,133.895,25.3361111111111,1.66666666666667,108.558888888889,0,4,0,14,0,0,14,0,0,14,3,0,10,0,24,3,14,0,3,4,1,1,2,3,1,1,1,3,1,2,1,3,1,2,2,1.25,2
"3106",4600,9,1,237.592222222222,29.1766666666667,2.22222222222222,208.415555555556,0,0,6,3,1,2,3,0,0,4,7,0,2,3,9,9,4,2,2,2,3,3,2,2,1,3,2,1,1,2,1,2,2,4,1.5,1.5,2
"3107",4601,6,6,340.07,2.21666666666667,3.66666666666667,337.853333333333,0,0,5,1,0,6,6,0,0,6,5,0,0,5,11,11,6,1,2,4,4,5,1,2,1,1,3,2,1,2,1,1,2,4,1.5,1.75,1.5
"3108",4603,32,1,78.640625,0,0,78.640625,0,0,0,32,32,0,0,0,0,0,0,0,0,0,32,0,0,7,3,2,1,1,1,1,1,5,1,1,1,1,1,1,1,3,1,1,2
"3109",4604,7,0,330.448571428571,94.2857142857143,5.57142857142857,236.162857142857,0,1,2,4,1,4,7,0,0,7,6,0,4,7,19,10,7,0,2,1,4,3,4,2,1,3,3,2,1,2,1,2,3,4,1.5,1.75,2.5
"3110",4605,16,7,136.234375,8.744375,0.8125,127.49,0,1,11,4,0,0,5,0,0,5,11,0,0,0,5,11,5,0,2,4,1,2,1,2,1,1,1,2,1,3,1,1,1,3,1.5,1.5,1.25
"3111",4606,30,0,210.833666666667,26.1353333333333,1.43333333333333,184.698333333333,0,0,28,2,0,0,9,2,7,7,28,2,2,9,20,37,9,2,3,1,2,3,2,2,5,1,1,2,4,4,4,2,3,1,3.5,3.25,2
"3112",4607,97,26,376.158144329897,77.0368041237114,3.79381443298969,299.121340206185,1,8,59,29,13,45,73,2,0,74,73,1,56,75,217,119,76,27,5,5,4,4,4,5,5,5,5,5,1,5,4,5,5,5,5,3.75,5
"3113",4608,15,5,432.148,175.373333333333,1.33333333333333,256.774666666667,0,1,0,14,0,0,8,0,0,8,6,0,6,1,15,6,8,1,2,4,5,4,5,2,1,1,1,2,1,2,1,3,1,4,1.5,1.25,1.75
"3114",4609,22,6,299.331818181818,113.188636363636,2.04545454545455,186.143181818182,0,4,0,18,0,4,12,2,0,10,6,0,6,4,22,10,12,3,3,4,4,3,5,3,5,1,3,3,1,2,1,3,2,2,4,1.75,2.25
"3115",4610,22,1,283.575,39.6181818181818,3.18181818181818,243.956818181818,0,3,14,5,0,9,14,0,2,14,16,0,10,13,37,27,14,2,3,2,3,4,3,3,1,1,4,3,3,3,1,3,3,1,2,2.75,2.5
