"","AGT_CD","N_POLICY","N_VIT","AVG_ANP","AVG_ANP_RIDER","AVG_N_RIDER","AVG_ANP_BASIC","N_POLICY_CAT1_CAT2","N_POLICY_CAT1","N_POLICY_CAT2","N_POLICY_CAT3","N_ACCIDENT","N_CI","N_DISABILITY","N_ENDOWMENT","N_INCOME","N_MEDICAL","N_OTHERMED","N_PAYOR","N_SAVERS","N_NA"
"2629",3887,26,11,268.158461538462,95.225,2.46153846153846,172.933461538462,0,1,3,22,0,7,15,1,0,16,0,4,9,0
"2630",3888,70,29,304.919857142857,90.0875714285715,4,214.832285714286,1,2,21,46,0,27,50,10,0,43,0,40,22,0
"2631",3889,33,2,337.429393939394,95.3260606060606,4.84848484848485,242.103333333333,0,4,21,8,16,4,26,1,19,29,1,24,42,0
"2632",3890,116,26,1011.9574137931,485.4925,5.07758620689655,526.464913793104,18,5,59,34,2,89,114,0,58,79,15,95,136,0
"2633",3891,70,26,279.971285714286,80.8045714285714,2.48571428571429,199.166714285714,0,8,29,33,18,21,40,9,4,33,12,32,40,0
"2634",3892,82,0,214.240853658537,58.9669512195122,3.07317073170732,155.273902439024,0,5,53,24,84,19,32,2,23,104,11,14,15,0
"2635",3893,107,17,374.914859813084,80.3889719626168,2.77570093457944,294.525887850467,1,14,39,53,31,33,64,1,0,61,1,64,81,0
"2636",3894,100,30,402.6765,67.0962,4.65,335.5803,8,10,49,33,29,61,77,3,38,72,11,94,99,0
"2637",3895,50,8,400.744,167.613,3.04,233.131,0,27,14,9,0,4,45,0,2,17,0,21,68,0
"2638",3897,79,0,235.849113924051,4.14569620253165,5.87341772151899,231.703417721519,0,4,50,25,82,57,70,1,59,57,0,84,64,0
"2639",3899,55,7,147.192909090909,18.7247272727273,1.76363636363636,128.468181818182,0,10,6,39,6,2,45,0,3,19,0,10,14,0
"2640",3900,7,5,458.281428571429,90.7571428571429,3.42857142857143,367.524285714286,0,0,5,2,0,4,5,2,0,6,1,5,5,0
"2641",3901,34,3,232.598235294118,53.4629411764706,3.61764705882353,179.135294117647,0,1,17,16,2,2,25,0,15,31,0,20,36,0
"2642",3902,65,3,542.224923076923,59.3387692307692,3.23076923076923,482.886153846154,5,3,41,16,0,20,49,6,28,62,3,9,53,0
"2643",3903,16,2,322.52125,66.520625,4.9375,256.000625,0,1,10,5,0,15,12,1,7,15,0,14,19,0
"2644",3904,159,9,598.364402515723,202.16534591195,3.88050314465409,396.199056603774,6,14,107,32,24,91,127,4,29,142,6,61,160,0
"2645",3906,87,22,363.016436781609,53.7347126436782,3.68965517241379,309.281724137931,1,8,66,12,0,50,69,2,26,81,1,41,73,0
"2646",3908,26,2,307.060384615385,25.49,2.92307692307692,281.570384615385,0,2,10,14,5,10,12,0,0,23,5,17,15,0
"2647",3909,47,16,314.60914893617,8.93425531914894,1.04255319148936,305.674893617021,0,3,14,30,29,6,14,0,0,16,1,2,14,0
"2648",3911,16,0,276.404375,23.451875,2.5625,252.9525,0,0,12,4,0,0,10,0,0,22,1,4,10,0
"2649",3912,1,0,128.52,25.37,2,103.15,0,0,1,0,0,0,0,0,0,2,1,0,0,0
"2650",3913,19,0,175.205789473684,44.5563157894737,2.68421052631579,130.649473684211,0,0,15,4,8,3,6,3,1,27,8,4,7,0
"2651",3914,3,2,242.46,12.4933333333333,4,229.966666666667,0,0,3,0,0,0,2,0,2,4,1,2,2,0
"2652",3918,2,2,240,0,3.5,240,0,0,1,1,0,0,2,0,0,2,0,1,2,0
"2653",3919,1,0,362.4,122.4,8,240,0,0,1,0,2,1,1,0,1,1,0,0,2,0
"2654",3921,2,0,123.31,6.76,1,116.55,0,0,0,2,0,0,1,0,0,1,0,1,0,0
"2655",3925,35,9,148.622,12.4845714285714,0.571428571428571,136.137428571429,0,0,28,7,0,1,6,0,0,38,1,3,0,0
"2656",3926,2,0,73.29,0,0.5,73.29,0,0,0,2,0,0,1,0,0,1,0,0,0,0
"2657",3930,85,2,350.846117647059,61.944,4.74117647058824,288.902117647059,0,8,56,21,41,28,70,3,26,74,0,65,108,0
"2658",3931,22,0,238.975909090909,103.549545454545,6.04545454545455,135.426363636364,0,0,14,8,40,3,21,0,3,22,0,3,42,0
"2659",3932,159,1,133.210566037736,17.1569811320755,1.14465408805031,116.05358490566,0,1,131,27,69,24,33,0,15,142,1,11,6,0
"2660",3934,55,6,144.114181818182,29.1094545454545,2.07272727272727,115.004727272727,0,2,13,40,6,11,38,0,4,34,0,15,12,0
"2661",3935,221,3,194.575022624434,39.0444343891403,2.36199095022624,155.530588235294,1,4,115,101,97,61,81,1,36,185,7,69,116,0
"2662",3936,28,3,156.786785714286,31.5828571428571,3.39285714285714,125.203928571429,0,1,7,20,12,11,19,0,7,20,0,15,9,0
"2663",3938,65,2,173.331538461538,46.3006153846154,3.12307692307692,127.030923076923,0,0,18,47,31,30,39,0,7,61,0,18,25,0
"2664",3939,19,10,342.876842105263,89.8163157894737,2,253.060526315789,3,0,5,11,1,7,8,0,0,13,0,7,7,0
"2665",3940,71,9,199.944647887324,38.6240845070423,2.8169014084507,161.320563380282,0,7,34,30,25,37,38,0,8,31,1,31,59,0
"2666",3941,33,1,178.11303030303,57.919696969697,3.6969696969697,120.193333333333,0,0,15,18,16,13,18,1,9,29,2,18,24,0
"2667",3942,29,1,343.650689655172,131.648275862069,5.41379310344828,212.002413793103,0,3,21,5,0,16,25,0,4,30,12,26,48,0
"2668",3945,123,39,392.454146341463,117.112195121951,0.975609756097561,275.341951219512,2,4,53,64,55,72,27,2,1,12,2,31,19,0
"2669",3946,41,17,367.668536585366,34.4678048780488,3.48780487804878,333.200731707317,2,8,13,18,21,24,29,0,8,15,1,31,25,0
"2670",3947,102,31,302.81,8.64127450980392,2.26470588235294,294.168725490196,5,13,28,56,35,33,70,19,0,29,3,46,45,0
"2671",3948,61,44,280.849016393443,28.6970491803279,4.11475409836066,252.151967213115,0,1,37,23,10,41,47,5,22,40,0,44,44,0
"2672",3949,57,7,446.709824561403,68.3771929824561,3.80701754385965,378.332631578947,7,8,26,16,0,29,49,0,5,38,3,31,65,0
"2673",3950,93,13,691.125698924731,316.076559139785,3.61290322580645,375.049139784946,1,15,37,40,19,38,69,3,26,52,1,51,96,0
"2674",3951,26,14,462.903461538462,289.532692307692,2.53846153846154,173.370769230769,6,2,2,16,0,11,12,0,0,8,0,0,7,0
"2675",3952,47,0,163.530425531915,54.9674468085106,2.65957446808511,108.562978723404,0,0,18,29,24,14,22,0,7,22,0,21,40,0
"2676",3953,168,5,252.891369047619,31.8164285714286,1.79166666666667,221.074940476191,0,1,89,78,89,40,47,1,9,110,2,46,79,0
"2677",3954,14,2,899.647857142857,221.517857142857,2.21428571428571,678.13,0,4,9,1,0,2,5,0,2,17,2,5,6,0
"2678",3956,80,5,720.07525,148.926,3.475,571.14925,18,21,33,8,6,46,70,2,16,33,12,13,83,0
"2679",3957,33,19,396.472121212121,61.6727272727273,5.27272727272727,334.799393939394,0,2,16,15,12,28,33,0,13,25,6,8,44,0
"2680",3958,6,0,1353.40833333333,130.403333333333,3.5,1223.005,0,4,1,1,0,3,6,2,0,2,0,2,7,0
"2681",3959,42,6,365.017142857143,5.27738095238095,4.61904761904762,359.739761904762,0,16,21,5,28,21,37,0,11,26,0,33,36,0
"2682",3961,52,17,293.815384615385,0,3.67307692307692,293.815384615385,0,5,36,11,6,9,52,0,5,42,0,25,52,0
"2683",3962,15,4,233.102,3.79666666666667,4,229.305333333333,4,0,10,1,2,13,11,0,0,14,4,10,10,0
"2684",3964,72,12,456.015555555556,142.046805555556,3.77777777777778,313.96875,5,20,22,25,4,12,64,5,0,60,0,64,49,0
"2685",3965,49,22,493.104897959183,2.51204081632653,1.73469387755102,490.592857142857,1,11,11,26,2,7,29,0,0,9,1,12,26,0
"2686",3966,91,3,595.125824175824,318.691758241758,5.03296703296703,276.434065934066,0,9,53,29,12,56,75,1,32,85,1,78,129,0
"2687",3968,20,2,326.3355,42.7835,2.05,283.552,1,1,18,0,4,3,5,0,2,27,4,5,6,0
"2688",3969,19,3,587.518947368421,62.4873684210526,4.26315789473684,525.031578947368,3,6,4,6,0,14,18,1,5,8,2,17,18,0
"2689",3970,32,13,352.5075,152.2828125,4.84375,200.2246875,0,1,13,18,1,0,25,0,7,50,0,23,24,0
"2690",3971,2,0,63.995,0,1,63.995,0,0,0,2,0,0,2,0,0,0,0,0,0,0
"2691",3972,20,0,229.6045,59.816,3.65,169.7885,1,1,4,14,8,14,15,0,0,13,0,13,10,0
"2692",3974,92,2,252.74902173913,24.7891304347826,2.91304347826087,227.959891304348,0,6,55,31,15,49,55,0,1,88,0,26,67,0
"2693",3975,17,12,261.507058823529,32.0052941176471,4.05882352941176,229.501764705882,0,1,10,6,4,8,15,0,0,11,11,7,15,0
"2694",3977,21,6,351.960476190476,14.9909523809524,5.42857142857143,336.969523809524,0,0,17,4,0,20,19,1,16,20,0,21,21,0
"2695",3978,17,1,179.811764705882,18.8176470588235,2.64705882352941,160.994117647059,0,1,7,9,0,6,9,0,0,15,0,9,7,0
"2696",3979,38,14,315.428421052632,40.1068421052632,4.52631578947368,275.321578947368,0,5,28,5,0,28,34,1,1,33,0,36,43,0
"2697",3980,41,1,179.898292682927,54.7770731707317,3.31707317073171,125.121219512195,0,1,14,26,12,1,45,0,7,36,0,1,28,0
"2698",3981,13,1,393.792307692308,164.033076923077,4.76923076923077,229.759230769231,0,2,0,11,0,0,4,1,0,0,0,3,2,0
"2699",3982,23,1,236.811304347826,14.5069565217391,3.04347826086957,222.304347826087,1,1,8,13,8,18,14,1,1,9,1,10,17,0
"2700",3983,12,7,301.02,29.9041666666667,2.16666666666667,271.115833333333,0,0,6,6,6,5,4,0,3,7,3,3,4,0
"2701",3984,24,2,149.610416666667,25.60625,2.25,124.004166666667,0,0,7,17,13,2,10,1,6,11,0,11,14,0
"2702",3985,15,8,449.221333333333,28.7586666666667,5.26666666666667,420.462666666667,0,4,8,3,10,13,13,0,8,9,0,14,14,0
"2703",3986,37,1,242.977567567568,44.0224324324324,0.648648648648649,198.955135135135,1,0,20,16,17,1,1,0,0,35,5,0,1,0
"2704",3987,2,1,146.305,62.97,3.5,83.335,0,0,0,2,0,1,2,0,0,0,0,2,0,0
"2705",3989,30,0,243.256333333333,62.4786666666667,1.56666666666667,180.777666666667,0,0,20,10,7,3,6,1,0,37,2,5,11,0
"2706",3993,28,11,234.053571428571,33.4267857142857,2.92857142857143,200.626785714286,0,4,19,5,0,12,13,0,3,32,1,7,10,0
"2707",3995,35,3,288.016571428571,83.7925714285714,3.14285714285714,204.224,0,3,20,12,21,10,17,0,11,23,0,16,27,0
"2708",3996,1,1,486,306,7,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2709",3998,5,1,231.464,61.234,4.8,170.23,0,0,4,1,2,0,4,0,2,6,1,3,7,0
"2710",4000,4,0,53.66,0,0.75,53.66,0,0,0,4,0,0,3,0,0,1,0,0,0,0
"2711",4001,12,3,340.285833333333,120.691666666667,5,219.594166666667,0,2,3,7,2,2,9,1,1,3,0,6,5,0
"2712",4002,106,6,146.807358490566,11.3547169811321,0.188679245283019,135.452641509434,0,2,96,8,0,0,7,0,0,101,0,4,2,0
"2713",4003,14,4,522.695714285714,163.035714285714,4.5,359.66,3,2,5,4,0,9,14,1,6,7,1,7,19,0
"2714",4004,5,2,262.864,19.956,4,242.908,0,0,0,5,1,4,4,1,2,2,0,5,3,0
"2715",4005,30,0,87.3883333333333,16.7973333333333,0.733333333333333,70.591,0,1,6,23,22,3,5,0,1,8,0,1,7,0
"2716",4007,20,3,228.35,91.522,3.55,136.828,0,1,8,11,0,0,12,0,0,25,0,11,11,0
"2717",4009,6,0,339.391666666667,90.3916666666667,5.83333333333333,249,0,1,4,1,0,5,6,0,3,4,0,6,11,0
"2718",4010,132,21,182.758333333333,27.5262878787879,2.98484848484848,155.232045454545,2,4,50,76,102,89,65,2,13,53,2,56,74,0
"2719",4012,11,2,458.834545454545,59.6845454545455,1.63636363636364,399.15,1,1,6,3,2,4,5,0,0,6,0,1,5,0
"2720",4016,18,7,204.691666666667,79.8666666666667,5.27777777777778,124.825,0,1,5,12,5,21,13,1,8,10,0,17,24,0
"2721",4017,27,0,568.986296296296,89.1392592592593,4.77777777777778,479.847037037037,3,1,18,5,8,18,20,1,13,26,6,19,23,0
"2722",4018,36,14,156.962777777778,36.4611111111111,2.05555555555556,120.501666666667,0,0,27,9,2,5,12,0,3,53,7,10,3,0
"2723",4019,64,2,184.73296875,49.89109375,4.0625,134.841875,0,0,42,22,5,41,31,0,28,76,2,44,58,0
"2724",4020,16,5,264.36,74.70375,4.9375,189.65625,0,0,13,3,12,6,10,0,8,19,0,12,18,0
"2725",4022,126,5,402.224444444444,82.0138888888889,2.34126984126984,320.210555555556,0,21,65,40,43,18,45,0,17,115,15,44,78,0
"2726",4023,52,5,691.939423076923,204.072307692308,3.90384615384615,487.867115384615,3,11,25,13,0,18,47,0,25,33,3,26,56,0
"2727",4024,12,0,412.606666666667,42.765,2.66666666666667,369.841666666667,0,1,6,5,6,0,8,5,0,7,0,3,8,0
"2728",4025,4,0,259.75,8.665,3.25,251.085,0,1,2,1,0,1,3,0,1,3,0,3,3,0
"2729",4028,23,0,221.371739130435,40.1678260869565,4.17391304347826,181.203913043478,0,0,18,5,14,7,14,3,10,24,0,17,19,0
"2730",4029,2,0,91.605,0,0.5,91.605,0,0,0,2,0,0,1,0,0,1,0,0,0,0
"2731",4030,1,1,927.07,0,1,927.07,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"2732",4033,2,1,282,96,4.5,186,0,0,1,1,0,1,2,0,1,2,0,0,3,0
"2733",4034,7,0,429.774285714286,95.9314285714286,3.14285714285714,333.842857142857,0,1,1,5,0,3,6,0,1,5,0,3,3,0
"2734",4036,4,0,423.845,214.46,5,209.385,0,4,0,0,2,0,7,0,0,0,0,4,4,0
"2735",4037,78,46,629.313974358974,217.204743589744,3.32051282051282,412.109230769231,7,5,31,35,14,40,55,0,0,50,13,57,53,0
"2736",4038,23,8,250.18,21.1360869565217,3.1304347826087,229.043913043478,0,6,11,6,0,6,17,0,6,16,3,12,13,0
"2737",4039,85,0,161.077411764706,24.2710588235294,1.55294117647059,136.806352941176,0,0,59,26,12,15,26,0,5,72,0,27,12,0
"2738",4040,34,6,258.830882352941,45.0376470588235,2.17647058823529,213.793235294118,1,2,18,13,13,11,12,1,0,27,6,10,17,0
"2739",4042,114,0,175.127807017544,33.0620175438597,1.8859649122807,142.065789473684,1,5,53,55,2,38,62,0,11,83,0,24,27,0
"2740",4044,20,4,207.633,94.34,3.15,113.293,0,2,0,18,0,1,9,0,0,5,0,8,0,0
"2741",4045,7,5,464.265714285714,73.0614285714286,4,391.204285714286,1,2,2,2,0,1,7,2,2,2,2,7,7,0
"2742",4046,10,0,125.951,0.533,1.3,125.418,0,1,1,8,6,1,4,0,0,2,0,2,3,0
"2743",4047,28,3,957.275714285714,384.765,2.75,572.510714285714,0,3,14,11,0,5,19,7,2,25,1,13,20,0
"2744",4049,233,4,207.132274678111,20.2549785407725,2.53648068669528,186.877296137339,0,1,107,125,76,80,121,4,5,158,1,121,137,0
"2745",4050,46,18,450.651521739131,80.8267391304348,3.30434782608696,369.824782608696,1,5,38,2,0,20,27,1,14,53,6,20,30,0
"2746",4051,51,1,205.712549019608,41.3113725490196,3.62745098039216,164.401176470588,0,1,46,4,43,4,28,0,16,54,0,8,55,0
"2747",4052,60,26,638.416,177.884166666667,5.76666666666667,460.531833333333,3,10,33,14,2,55,62,0,32,43,1,51,98,0
"2748",4053,72,12,160.949305555555,37.3765277777778,2.02777777777778,123.572777777778,0,1,50,21,16,9,29,1,2,76,0,19,16,0
"2749",4054,49,25,288.137346938775,49.2048979591837,2.44897959183673,238.932448979592,1,10,18,20,8,4,41,3,1,24,1,10,24,0
"2750",4055,34,11,320.657352941176,14.9147058823529,4.23529411764706,305.742647058823,0,7,16,11,0,11,37,0,1,24,0,30,37,0
"2751",4056,23,6,189.372173913043,21.4508695652174,5,167.921304347826,0,0,11,12,23,24,16,0,11,20,12,11,7,0
"2752",4057,50,11,795.3794,159.854,4.2,635.5254,12,10,18,10,6,29,46,0,0,20,12,42,59,0
"2753",4058,37,28,428.985675675676,4.61837837837838,3.21621621621622,424.367297297297,1,8,23,5,3,24,33,2,6,15,2,22,24,0
"2754",4059,41,1,242.282926829268,80.9351219512195,3.39024390243902,161.347804878049,1,1,18,21,14,22,25,1,12,22,1,22,38,0
"2755",4060,5,0,254.712,16.53,2.4,238.182,0,0,4,1,0,1,2,0,0,6,0,3,3,0
"2756",4061,26,3,299.361538461538,6.16153846153846,3.26923076923077,293.2,0,1,20,5,2,9,19,0,0,29,0,14,18,0
"2757",4063,30,1,248.703333333333,41.9993333333333,5.3,206.704,0,1,18,11,0,28,25,1,20,24,0,28,37,0
"2758",4064,14,0,227.580714285714,101.442857142857,2.78571428571429,126.137857142857,0,0,2,12,0,0,9,1,0,5,0,1,5,0
"2759",4065,133,15,532.043308270677,159.458345864662,3.32330827067669,372.584962406015,1,16,55,61,67,43,76,2,37,92,1,56,120,0
"2760",4066,1,0,304.8,214.8,7,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2761",4069,33,7,287.085151515152,94.4575757575758,2.87878787878788,192.627575757576,0,10,0,23,0,0,25,0,0,19,0,25,8,0
"2762",4070,33,11,155.994242424242,36.8921212121212,1.09090909090909,119.102121212121,0,0,8,25,9,1,6,1,4,10,16,3,9,0
"2763",4072,2,0,284.7,77.82,2,206.88,0,0,1,1,0,0,1,1,0,2,0,1,1,0
"2764",4073,7,0,1310.82857142857,323.221428571429,6.28571428571429,987.607142857143,0,1,3,3,11,6,7,1,1,5,0,6,7,0
"2765",4074,3,0,139.14,10.5633333333333,2.33333333333333,128.576666666667,0,0,1,2,0,1,2,0,0,0,0,0,0,0
"2766",4075,8,0,144.885,15.3475,4,129.5375,0,0,4,4,8,5,9,1,2,4,0,3,3,0
"2767",4077,16,0,125.056875,6.70375,0.625,118.353125,0,1,0,15,0,2,7,0,0,9,0,1,0,0
"2768",4082,3,0,474.113333333333,93.3666666666667,2.33333333333333,380.746666666667,0,3,0,0,0,0,3,0,0,0,0,3,0,0
"2769",4083,10,7,574.36,84,6.1,490.36,0,1,4,5,1,11,10,0,0,9,0,12,18,0
"2770",4089,2,1,124.13,0,0.5,124.13,0,0,0,2,0,0,1,0,0,1,0,0,0,0
"2771",4091,2,1,305.4,186.6,5.5,118.8,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"2772",4092,2,0,146.09,7.1,1,138.99,0,1,0,1,0,0,1,0,0,1,0,1,0,0
"2773",4093,4,0,274.04,130.5,4,143.54,0,0,1,3,2,1,3,0,1,1,0,0,1,0
"2774",4095,1,0,300,0,3,300,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2775",4099,73,4,228.800547945205,50.4420547945206,2,178.358493150685,0,5,21,47,38,29,28,6,2,27,7,21,38,0
"2776",4100,17,1,309.141176470588,5.85882352941176,4.94117647058824,303.282352941177,0,1,14,2,22,5,15,0,4,16,0,8,16,0
"2777",4101,72,14,1225.64083333333,664.959583333333,3.01388888888889,560.68125,1,7,44,20,0,38,41,0,5,79,9,21,50,0
"2778",4103,14,0,379.907142857143,90.1785714285714,2.21428571428571,289.728571428571,0,0,12,2,1,1,3,0,0,23,6,2,6,0
"2779",4104,7,0,313.938571428571,26.1942857142857,4.42857142857143,287.744285714286,1,1,4,1,1,3,4,0,2,8,4,6,6,0
"2780",4106,1,0,135.11,30.6,2,104.51,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2781",4109,1,0,300,0,6,300,0,0,1,0,0,1,1,0,1,1,0,1,1,0
"2782",4110,2,0,158.79,0,0,158.79,0,0,0,2,0,0,0,0,0,2,0,0,0,0
"2783",4114,14,1,102.144285714286,5.52785714285714,1.28571428571429,96.6164285714286,0,1,0,13,0,0,9,0,0,5,0,9,0,0
"2784",4115,23,16,283.910869565217,10.2578260869565,3.78260869565217,273.653043478261,0,6,13,4,8,9,16,1,3,15,6,20,17,0
"2785",4116,6,0,171.968333333333,36.925,1.5,135.043333333333,0,0,3,3,2,1,1,0,0,7,1,0,2,0
"2786",4120,1,0,14,0.85,2,13.15,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"2787",4121,3,0,121.713333333333,27.4566666666667,2,94.2566666666667,0,0,0,3,0,0,3,0,0,0,0,2,0,0
"2788",4124,24,0,123.7625,16.0716666666667,1.20833333333333,107.690833333333,0,0,4,20,0,0,15,1,0,13,0,1,5,0
"2789",4126,31,11,108.589677419355,6.5458064516129,0.483870967741935,102.043870967742,0,0,0,31,0,1,10,0,0,20,0,0,0,0
"2790",4130,7,0,97.1142857142857,2.71142857142857,0.857142857142857,94.4028571428571,0,0,0,7,0,0,3,0,0,4,0,3,0,0
"2791",4131,3,2,384.866666666667,54,6,330.866666666667,0,1,1,1,1,1,3,0,1,2,0,5,5,0
"2792",4132,10,0,219.644,28.199,1.7,191.445,0,5,0,5,0,0,8,1,0,4,0,6,1,0
"2793",4134,3,0,131.853333333333,0,0,131.853333333333,0,0,3,0,0,0,0,0,0,3,0,0,0,0
"2794",4135,36,3,122.563611111111,8.27111111111111,0.777777777777778,114.2925,0,1,3,32,0,0,11,0,0,30,0,4,5,0
"2795",4139,12,6,396.523333333333,60.2508333333333,1.33333333333333,336.2725,0,0,5,7,0,7,8,0,0,1,1,1,1,0
"2796",4141,24,7,362.694583333333,62.2933333333333,2.04166666666667,300.40125,0,0,8,16,12,6,8,1,0,12,2,9,15,0
"2797",4142,2,1,154.26,12.685,3,141.575,0,0,2,0,0,1,1,0,0,3,0,1,1,0
"2798",4143,21,0,205.258095238095,20.45,2.14285714285714,184.808095238095,0,0,18,3,0,4,7,0,0,31,2,7,8,0
"2799",4146,3,0,279.756666666667,77.6566666666667,4.66666666666667,202.1,0,0,1,2,0,1,3,1,0,2,0,3,5,0
"2800",4149,2,0,401.77,47.27,2,354.5,0,2,0,0,0,0,2,0,0,0,0,2,0,0
"2801",4151,11,0,449.612727272727,120.378181818182,2.27272727272727,329.234545454545,0,0,0,11,0,2,3,1,0,4,0,1,1,0
"2802",4153,5,1,241.04,121.04,5,120,0,0,0,5,0,0,4,0,0,6,0,4,4,0
"2803",4156,42,5,227.010238095238,8.56928571428572,3.04761904761905,218.440952380952,0,2,22,18,29,17,23,0,0,31,3,20,23,0
"2804",4157,6,1,265.425,13.38,2,252.045,0,0,5,1,0,1,2,0,0,7,1,3,2,0
"2805",4158,1,0,3061.4,772.9,3,2288.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"2806",4159,7,3,136.031428571429,12.69,1,123.341428571429,0,0,6,1,0,0,0,0,0,11,3,0,0,0
"2807",4160,14,0,223.161428571429,18.6421428571429,1.21428571428571,204.519285714286,0,2,2,10,0,0,7,0,0,9,0,2,4,0
"2808",4161,45,0,274.443333333333,38.2428888888889,1.08888888888889,236.200444444444,0,1,34,10,0,4,10,0,4,56,3,1,5,0
"2809",4162,36,9,172.115833333333,7.31472222222222,1.11111111111111,164.801111111111,0,1,8,27,20,5,9,0,2,7,1,6,11,0
"2810",4163,2,0,78.85,1.805,1.5,77.045,0,0,0,2,0,0,2,0,0,0,0,1,0,0
"2811",4164,12,0,322.47,65.785,2.91666666666667,256.685,1,0,9,2,4,4,5,0,4,15,0,5,5,0
"2812",4169,2,1,81.17,4.075,1,77.095,0,0,0,2,0,0,1,0,0,1,0,1,0,0
"2813",4170,6,0,361.7,10,5.33333333333333,351.7,1,1,4,0,0,5,6,0,4,4,1,5,7,0
"2814",4175,6,1,329.82,4.22833333333333,3.66666666666667,325.591666666667,1,0,5,0,0,1,5,0,0,6,2,4,5,0
"2815",4178,10,0,289.302,7.457,4.1,281.845,0,1,7,2,0,4,9,0,0,10,0,8,11,0
"2816",4180,3,0,378.446666666667,0,1.66666666666667,378.446666666667,0,0,1,2,2,0,1,0,0,3,0,0,0,0
"2817",4181,5,0,87.14,31.632,2,55.508,0,0,0,5,0,0,4,0,0,0,0,2,0,0
"2818",4182,1,0,147,11.8,1,135.2,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"2819",4184,1,0,192,0,5,192,0,0,0,1,0,1,1,0,0,1,0,1,1,0
"2820",4185,6,0,114.595,7.64166666666667,0.333333333333333,106.953333333333,0,0,0,6,0,1,1,0,0,5,0,0,0,0
"2821",4186,12,2,138.66,25.8675,1.25,112.7925,0,1,0,11,0,4,6,0,0,5,0,0,0,0
"2822",4188,1,0,36.31,0,0,36.31,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2823",4189,2,0,264.6,61.02,1,203.58,0,0,2,0,0,0,0,0,0,4,0,0,0,0
"2824",4190,4,0,31.825,0,0,31.825,0,0,1,3,0,0,0,0,0,1,0,0,0,0
"2825",4191,4,0,174.4375,29.055,1,145.3825,0,0,4,0,0,0,0,0,0,8,0,0,0,0
"2826",4194,3,1,465.616666666667,189.7,1.66666666666667,275.916666666667,0,0,3,0,0,0,1,0,0,4,0,0,2,0
"2827",4195,1,1,264,0,8,264,0,0,1,0,2,1,1,0,1,1,0,1,1,0
"2828",4197,10,3,35.363,0,0,35.363,0,0,0,10,10,0,0,0,0,0,0,0,0,0
"2829",4201,1,0,42.9,0,0,42.9,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"2830",4203,3,0,85.71,0,0.666666666666667,85.71,0,0,0,3,0,0,2,0,0,1,0,0,0,0
"2831",4204,1,0,117.47,22.71,1,94.76,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2832",4207,1,0,506.95,24,2,482.95,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"2833",4208,2,0,194.35,0,0,194.35,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"2834",4210,2,1,169.745,0,0,169.745,0,0,0,2,0,0,0,0,0,2,0,0,0,0
"2835",4211,1,0,45.83,0,1,45.83,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2836",4212,2,0,117.85,14.8,0.5,103.05,0,0,2,0,0,0,0,0,0,3,0,0,0,0
"2837",4214,20,3,222.2305,5.8985,5.35,216.332,0,1,15,4,14,11,15,0,13,24,8,12,15,0
"2838",4215,54,1,232.372407407407,71.2814814814815,2.90740740740741,161.090925925926,0,5,15,34,0,5,45,0,0,44,0,31,22,0
"2839",4216,23,0,384.381739130435,73.774347826087,3.52173913043478,310.607391304348,0,5,13,5,10,4,18,4,3,21,0,10,20,0
"2840",4217,64,13,271.63421875,107.04625,4.640625,164.58796875,0,2,24,38,2,39,51,0,12,80,3,48,41,0
"2841",4218,120,6,350.251833333333,83.25,3.7,267.001833333333,7,12,53,48,23,68,86,0,13,79,11,69,124,0
"2842",4219,150,13,361.308733333333,111.248133333333,2.15333333333333,250.0606,4,2,64,80,61,63,62,9,2,92,4,52,71,0
"2843",4220,56,3,382.885714285714,28.9975,3.08928571428571,353.888214285714,0,7,40,9,1,15,34,0,4,67,2,24,41,0
"2844",4221,89,16,207.194831460674,48.8066292134831,3.04494382022472,158.388202247191,0,10,53,26,2,33,63,2,1,65,0,31,55,0
"2845",4223,100,0,225.7952,64.503,3.45,161.2922,0,0,73,27,67,0,58,13,35,80,0,65,51,0
"2846",4225,85,15,317.217176470588,67.3121176470588,2.97647058823529,249.905058823529,2,4,48,31,18,40,49,4,19,53,2,40,65,0
"2847",4227,28,2,202.879642857143,19.5082142857143,1.53571428571429,183.371428571429,0,0,16,12,5,8,12,0,0,26,2,1,5,0
"2848",4228,59,9,468.676440677966,111.924576271186,1.25423728813559,356.75186440678,0,6,34,19,8,6,18,0,3,54,2,12,8,0
"2849",4229,64,2,386.20765625,45.79625,7.46875,340.41140625,0,2,42,20,108,47,53,2,50,58,0,66,103,0
